Diplotype,Activity Score,Coded Diplotype/Phenotype Summary,EHR Priority Notation
*33/*38,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*33/*39,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*33/*40,,Indeterminate,none
*33/*41,,Indeterminate,none
*33/*42,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*33/*43,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*33/*44,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*33/*45,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*33/*46,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*33/*47,,Indeterminate,none
*33/*48,,Indeterminate,none
*33/*49,,Indeterminate,none
*33/*50,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*33/*51,,Indeterminate,none
*33/*52,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*33/*53,,Indeterminate,none
*33/*54,,Indeterminate,none
*33/*55,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*33/*56,,Indeterminate,none
*33/*57,,Indeterminate,none
*33/*58,,Indeterminate,none
*33/*59,,Indeterminate,none
*33/*60,,Indeterminate,none
*33/*61,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*33/*62,,Indeterminate,none
*33/*63,,Indeterminate,none
*33/*64,,Indeterminate,none
*33/*65,,Indeterminate,none
*33/*66,,Indeterminate,none
*33/*67,,Indeterminate,none
*33/*68,,Indeterminate,none
*33/*69,,Indeterminate,none
*33/*70,,Indeterminate,none
*33/*71,,Indeterminate,none
*33/*72,,Indeterminate,none
*33/*73,,Indeterminate,none
*33/*74,,Indeterminate,none
*33/*75,,Indeterminate,none
*34/*34,,Indeterminate,none
*34/*35,,Indeterminate,none
*34/*36,,Indeterminate,none
*34/*37,,Indeterminate,none
*34/*38,,Indeterminate,none
*34/*39,,Indeterminate,none
*34/*40,,Indeterminate,none
*34/*41,,Indeterminate,none
*34/*42,,Indeterminate,none
*34/*43,,Indeterminate,none
*34/*44,,Indeterminate,none
*34/*45,,Indeterminate,none
*34/*46,,Indeterminate,none
*34/*47,,Indeterminate,none
*34/*48,,Indeterminate,none
*34/*49,,Indeterminate,none
*34/*50,,Indeterminate,none
*34/*51,,Indeterminate,none
*34/*52,,Indeterminate,none
*34/*53,,Indeterminate,none
*34/*54,,Indeterminate,none
*34/*55,,Indeterminate,none
*34/*56,,Indeterminate,none
*34/*57,,Indeterminate,none
*34/*58,,Indeterminate,none
*34/*59,,Indeterminate,none
*34/*60,,Indeterminate,none
*34/*61,,Indeterminate,none
*34/*62,,Indeterminate,none
*34/*63,,Indeterminate,none
*34/*64,,Indeterminate,none
*34/*65,,Indeterminate,none
*34/*66,,Indeterminate,none
*34/*67,,Indeterminate,none
*34/*68,,Indeterminate,none
*34/*69,,Indeterminate,none
*34/*70,,Indeterminate,none
*34/*71,,Indeterminate,none
*34/*72,,Indeterminate,none
*34/*73,,Indeterminate,none
*34/*74,,Indeterminate,none
*34/*75,,Indeterminate,none
*35/*35,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*35/*36,,Indeterminate,none
*35/*37,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*35/*38,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*35/*39,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*35/*40,,Indeterminate,none
*35/*41,,Indeterminate,none
*35/*42,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*35/*43,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*35/*44,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*35/*45,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*35/*46,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*35/*47,,Indeterminate,none
*35/*48,,Indeterminate,none
*35/*49,,Indeterminate,none
*35/*50,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*35/*51,,Indeterminate,none
*35/*52,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*35/*53,,Indeterminate,none
*35/*54,,Indeterminate,none
*35/*55,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*35/*56,,Indeterminate,none
*35/*57,,Indeterminate,none
*35/*58,,Indeterminate,none
*35/*59,,Indeterminate,none
*35/*60,,Indeterminate,none
*35/*61,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*35/*62,,Indeterminate,none
*35/*63,,Indeterminate,none
*35/*64,,Indeterminate,none
*35/*65,,Indeterminate,none
*35/*66,,Indeterminate,none
*35/*67,,Indeterminate,none
*35/*68,,Indeterminate,none
*35/*69,,Indeterminate,none
*35/*70,,Indeterminate,none
*35/*71,,Indeterminate,none
*35/*72,,Indeterminate,none
*35/*73,,Indeterminate,none
*35/*74,,Indeterminate,none
*35/*75,,Indeterminate,none
*36/*36,,Indeterminate,none
*36/*37,,Indeterminate,none
*36/*38,,Indeterminate,none
*36/*39,,Indeterminate,none
*36/*40,,Indeterminate,none
*36/*41,,Indeterminate,none
*36/*42,,Indeterminate,none
*36/*43,,Indeterminate,none
*36/*44,,Indeterminate,none
*36/*45,,Indeterminate,none
*36/*46,,Indeterminate,none
*36/*47,,Indeterminate,none
*36/*48,,Indeterminate,none
*36/*49,,Indeterminate,none
*36/*50,,Indeterminate,none
*36/*51,,Indeterminate,none
*36/*52,,Indeterminate,none
*36/*53,,Indeterminate,none
*36/*54,,Indeterminate,none
*36/*55,,Indeterminate,none
*36/*56,,Indeterminate,none
*36/*57,,Indeterminate,none
*36/*58,,Indeterminate,none
*36/*59,,Indeterminate,none
*36/*60,,Indeterminate,none
*36/*61,,Indeterminate,none
*36/*62,,Indeterminate,none
*36/*63,,Indeterminate,none
*36/*64,,Indeterminate,none
*36/*65,,Indeterminate,none
*36/*66,,Indeterminate,none
*36/*67,,Indeterminate,none
*36/*68,,Indeterminate,none
*36/*69,,Indeterminate,none
*36/*70,,Indeterminate,none
*36/*71,,Indeterminate,none
*36/*72,,Indeterminate,none
*36/*73,,Indeterminate,none
*36/*74,,Indeterminate,none
*36/*75,,Indeterminate,none
*37/*37,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*37/*38,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*37/*39,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*37/*40,,Indeterminate,none
*37/*41,,Indeterminate,none
*37/*42,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*37/*43,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*37/*44,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*37/*45,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*37/*46,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*37/*47,,Indeterminate,none
*37/*48,,Indeterminate,none
*37/*49,,Indeterminate,none
*37/*50,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*37/*51,,Indeterminate,none
*37/*52,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*37/*53,,Indeterminate,none
*37/*54,,Indeterminate,none
*37/*55,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*37/*56,,Indeterminate,none
*37/*57,,Indeterminate,none
*37/*58,,Indeterminate,none
*37/*59,,Indeterminate,none
*37/*60,,Indeterminate,none
*37/*61,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*37/*62,,Indeterminate,none
*37/*63,,Indeterminate,none
*37/*64,,Indeterminate,none
*37/*65,,Indeterminate,none
*37/*66,,Indeterminate,none
*37/*67,,Indeterminate,none
*37/*68,,Indeterminate,none
*37/*69,,Indeterminate,none
*37/*70,,Indeterminate,none
*37/*71,,Indeterminate,none
*37/*72,,Indeterminate,none
*37/*73,,Indeterminate,none
*37/*74,,Indeterminate,none
*37/*75,,Indeterminate,none
*38/*38,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*38/*39,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*38/*40,,Indeterminate,none
*38/*41,,Indeterminate,none
*38/*42,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*38/*43,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*38/*44,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*38/*45,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*38/*46,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*38/*47,,Indeterminate,none
*38/*48,,Indeterminate,none
*38/*49,,Indeterminate,none
*38/*50,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*38/*51,,Indeterminate,none
*38/*52,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*38/*53,,Indeterminate,none
*38/*54,,Indeterminate,none
*38/*55,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*38/*56,,Indeterminate,none
*38/*57,,Indeterminate,none
*38/*58,,Indeterminate,none
*38/*59,,Indeterminate,none
*38/*60,,Indeterminate,none
*38/*61,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*38/*62,,Indeterminate,none
*38/*63,,Indeterminate,none
*38/*64,,Indeterminate,none
*38/*65,,Indeterminate,none
*38/*66,,Indeterminate,none
*38/*67,,Indeterminate,none
*38/*68,,Indeterminate,none
*38/*69,,Indeterminate,none
*38/*70,,Indeterminate,none
*38/*71,,Indeterminate,none
*38/*72,,Indeterminate,none
*38/*73,,Indeterminate,none
*38/*74,,Indeterminate,none
*38/*75,,Indeterminate,none
*39/*39,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*39/*40,,Indeterminate,none
*39/*41,,Indeterminate,none
*39/*42,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*39/*43,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*39/*44,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*39/*45,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*39/*46,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*39/*47,,Indeterminate,none
*39/*48,,Indeterminate,none
*39/*49,,Indeterminate,none
*39/*50,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*39/*51,,Indeterminate,none
*39/*52,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*39/*53,,Indeterminate,none
*39/*54,,Indeterminate,none
*39/*55,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*39/*56,,Indeterminate,none
*39/*57,,Indeterminate,none
*39/*58,,Indeterminate,none
*39/*59,,Indeterminate,none
*39/*60,,Indeterminate,none
*39/*61,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*39/*62,,Indeterminate,none
*39/*63,,Indeterminate,none
*39/*64,,Indeterminate,none
*39/*65,,Indeterminate,none
*39/*66,,Indeterminate,none
*39/*67,,Indeterminate,none
*39/*68,,Indeterminate,none
*39/*69,,Indeterminate,none
*39/*70,,Indeterminate,none
*39/*71,,Indeterminate,none
*39/*72,,Indeterminate,none
*39/*73,,Indeterminate,none
*39/*74,,Indeterminate,none
*39/*75,,Indeterminate,none
*40/*40,,Indeterminate,none
*40/*41,,Indeterminate,none
*40/*42,,Indeterminate,none
*40/*43,,Indeterminate,none
*40/*44,,Indeterminate,none
*40/*45,,Indeterminate,none
*40/*46,,Indeterminate,none
*40/*47,,Indeterminate,none
*40/*48,,Indeterminate,none
*40/*49,,Indeterminate,none
*40/*50,,Indeterminate,none
*40/*51,,Indeterminate,none
*40/*52,,Indeterminate,none
*40/*53,,Indeterminate,none
*40/*54,,Indeterminate,none
*40/*55,,Indeterminate,none
*40/*56,,Indeterminate,none
*40/*57,,Indeterminate,none
*40/*58,,Indeterminate,none
*40/*59,,Indeterminate,none
*40/*60,,Indeterminate,none
*40/*61,,Indeterminate,none
*40/*62,,Indeterminate,none
*40/*63,,Indeterminate,none
*40/*64,,Indeterminate,none
*40/*65,,Indeterminate,none
*40/*66,,Indeterminate,none
*40/*67,,Indeterminate,none
*40/*68,,Indeterminate,none
*40/*69,,Indeterminate,none
*40/*70,,Indeterminate,none
*40/*71,,Indeterminate,none
*40/*72,,Indeterminate,none
*40/*73,,Indeterminate,none
*40/*74,,Indeterminate,none
*40/*75,,Indeterminate,none
*41/*41,,Indeterminate,none
*41/*42,,Indeterminate,none
*41/*43,,Indeterminate,none
*41/*44,,Indeterminate,none
*41/*45,,Indeterminate,none
*41/*46,,Indeterminate,none
*41/*47,,Indeterminate,none
*41/*48,,Indeterminate,none
*41/*49,,Indeterminate,none
*41/*50,,Indeterminate,none
*41/*51,,Indeterminate,none
*41/*52,,Indeterminate,none
*41/*53,,Indeterminate,none
*41/*54,,Indeterminate,none
*41/*55,,Indeterminate,none
*41/*56,,Indeterminate,none
*41/*57,,Indeterminate,none
*41/*58,,Indeterminate,none
*41/*59,,Indeterminate,none
*41/*60,,Indeterminate,none
*41/*61,,Indeterminate,none
*41/*62,,Indeterminate,none
*41/*63,,Indeterminate,none
*41/*64,,Indeterminate,none
*41/*65,,Indeterminate,none
*41/*66,,Indeterminate,none
*41/*67,,Indeterminate,none
*41/*68,,Indeterminate,none
*41/*69,,Indeterminate,none
*41/*70,,Indeterminate,none
*41/*71,,Indeterminate,none
*41/*72,,Indeterminate,none
*41/*73,,Indeterminate,none
*41/*74,,Indeterminate,none
*41/*75,,Indeterminate,none
*42/*42,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*42/*43,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*42/*44,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*42/*45,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*42/*46,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*42/*47,,Indeterminate,none
*42/*48,,Indeterminate,none
*42/*49,,Indeterminate,none
*42/*50,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*42/*51,,Indeterminate,none
*42/*52,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*42/*53,,Indeterminate,none
*42/*54,,Indeterminate,none
*42/*55,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*42/*56,,Indeterminate,none
*42/*57,,Indeterminate,none
*42/*58,,Indeterminate,none
*42/*59,,Indeterminate,none
*42/*60,,Indeterminate,none
*42/*61,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*42/*62,,Indeterminate,none
*42/*63,,Indeterminate,none
*42/*64,,Indeterminate,none
*42/*65,,Indeterminate,none
*42/*66,,Indeterminate,none
*42/*67,,Indeterminate,none
*42/*68,,Indeterminate,none
*42/*69,,Indeterminate,none
*42/*70,,Indeterminate,none
*42/*71,,Indeterminate,none
*42/*72,,Indeterminate,none
*42/*73,,Indeterminate,none
*42/*74,,Indeterminate,none
*42/*75,,Indeterminate,none
*43/*43,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*43/*44,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*43/*45,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*43/*46,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*43/*47,,Indeterminate,none
*43/*48,,Indeterminate,none
*43/*49,,Indeterminate,none
*43/*50,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*43/*51,,Indeterminate,none
*43/*52,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*43/*53,,Indeterminate,none
*43/*54,,Indeterminate,none
*43/*55,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*43/*56,,Indeterminate,none
*43/*57,,Indeterminate,none
*43/*58,,Indeterminate,none
*43/*59,,Indeterminate,none
*43/*60,,Indeterminate,none
*43/*61,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*43/*62,,Indeterminate,none
*43/*63,,Indeterminate,none
*43/*64,,Indeterminate,none
*43/*65,,Indeterminate,none
*43/*66,,Indeterminate,none
*43/*67,,Indeterminate,none
*43/*68,,Indeterminate,none
*43/*69,,Indeterminate,none
*43/*70,,Indeterminate,none
*43/*71,,Indeterminate,none
*43/*72,,Indeterminate,none
*43/*73,,Indeterminate,none
*43/*74,,Indeterminate,none
*43/*75,,Indeterminate,none
*44/*44,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*44/*45,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*44/*46,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*44/*47,,Indeterminate,none
*44/*48,,Indeterminate,none
*44/*49,,Indeterminate,none
*44/*50,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*44/*51,,Indeterminate,none
*44/*52,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*44/*53,,Indeterminate,none
*44/*54,,Indeterminate,none
*44/*55,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*44/*56,,Indeterminate,none
*44/*57,,Indeterminate,none
*44/*58,,Indeterminate,none
*44/*59,,Indeterminate,none
*44/*60,,Indeterminate,none
*44/*61,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*44/*62,,Indeterminate,none
*44/*63,,Indeterminate,none
*44/*64,,Indeterminate,none
*44/*65,,Indeterminate,none
*44/*66,,Indeterminate,none
*44/*67,,Indeterminate,none
*44/*68,,Indeterminate,none
*44/*69,,Indeterminate,none
*44/*70,,Indeterminate,none
*44/*71,,Indeterminate,none
*44/*72,,Indeterminate,none
*44/*73,,Indeterminate,none
*44/*74,,Indeterminate,none
*44/*75,,Indeterminate,none
*45/*45,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*45/*46,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*45/*47,,Indeterminate,none
*45/*48,,Indeterminate,none
*45/*49,,Indeterminate,none
*45/*50,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*45/*51,,Indeterminate,none
*45/*52,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*45/*53,,Indeterminate,none
*45/*54,,Indeterminate,none
*45/*55,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*45/*56,,Indeterminate,none
*45/*57,,Indeterminate,none
*45/*58,,Indeterminate,none
*45/*59,,Indeterminate,none
*45/*60,,Indeterminate,none
*45/*61,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*45/*62,,Indeterminate,none
*45/*63,,Indeterminate,none
*45/*64,,Indeterminate,none
*45/*65,,Indeterminate,none
*45/*66,,Indeterminate,none
*45/*67,,Indeterminate,none
*45/*68,,Indeterminate,none
*45/*69,,Indeterminate,none
*45/*70,,Indeterminate,none
*45/*71,,Indeterminate,none
*45/*72,,Indeterminate,none
*45/*73,,Indeterminate,none
*45/*74,,Indeterminate,none
*45/*75,,Indeterminate,none
*46/*46,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*46/*47,,Indeterminate,none
*46/*48,,Indeterminate,none
*46/*49,,Indeterminate,none
*46/*50,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*46/*51,,Indeterminate,none
*46/*52,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*46/*53,,Indeterminate,none
*46/*54,,Indeterminate,none
*46/*55,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*46/*56,,Indeterminate,none
*46/*57,,Indeterminate,none
*46/*58,,Indeterminate,none
*46/*59,,Indeterminate,none
*46/*60,,Indeterminate,none
*46/*61,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*46/*62,,Indeterminate,none
*46/*63,,Indeterminate,none
*46/*64,,Indeterminate,none
*46/*65,,Indeterminate,none
*46/*66,,Indeterminate,none
*46/*67,,Indeterminate,none
*46/*68,,Indeterminate,none
*46/*69,,Indeterminate,none
*46/*70,,Indeterminate,none
*46/*71,,Indeterminate,none
*46/*72,,Indeterminate,none
*46/*73,,Indeterminate,none
*46/*74,,Indeterminate,none
*46/*75,,Indeterminate,none
*47/*47,,Indeterminate,none
*47/*48,,Indeterminate,none
*47/*49,,Indeterminate,none
*47/*50,,Indeterminate,none
*47/*51,,Indeterminate,none
*47/*52,,Indeterminate,none
*47/*53,,Indeterminate,none
*47/*54,,Indeterminate,none
*47/*55,,Indeterminate,none
*47/*56,,Indeterminate,none
*47/*57,,Indeterminate,none
*47/*58,,Indeterminate,none
*47/*59,,Indeterminate,none
*47/*60,,Indeterminate,none
*47/*61,,Indeterminate,none
*47/*62,,Indeterminate,none
*47/*63,,Indeterminate,none
*47/*64,,Indeterminate,none
*47/*65,,Indeterminate,none
*47/*66,,Indeterminate,none
*47/*67,,Indeterminate,none
*47/*68,,Indeterminate,none
*47/*69,,Indeterminate,none
*47/*70,,Indeterminate,none
*47/*71,,Indeterminate,none
*47/*72,,Indeterminate,none
*47/*73,,Indeterminate,none
*47/*74,,Indeterminate,none
*47/*75,,Indeterminate,none
*48/*48,,Indeterminate,none
*48/*49,,Indeterminate,none
*48/*50,,Indeterminate,none
*48/*51,,Indeterminate,none
*48/*52,,Indeterminate,none
*48/*53,,Indeterminate,none
*48/*54,,Indeterminate,none
*48/*55,,Indeterminate,none
*48/*56,,Indeterminate,none
*48/*57,,Indeterminate,none
*48/*58,,Indeterminate,none
*48/*59,,Indeterminate,none
*48/*60,,Indeterminate,none
*48/*61,,Indeterminate,none
*48/*62,,Indeterminate,none
*48/*63,,Indeterminate,none
*48/*64,,Indeterminate,none
*48/*65,,Indeterminate,none
*48/*66,,Indeterminate,none
*48/*67,,Indeterminate,none
*48/*68,,Indeterminate,none
*48/*69,,Indeterminate,none
*48/*70,,Indeterminate,none
*48/*71,,Indeterminate,none
*48/*72,,Indeterminate,none
*48/*73,,Indeterminate,none
*48/*74,,Indeterminate,none
*48/*75,,Indeterminate,none
*49/*49,,Indeterminate,none
*49/*50,,Indeterminate,none
*49/*51,,Indeterminate,none
*49/*52,,Indeterminate,none
*49/*53,,Indeterminate,none
*49/*54,,Indeterminate,none
*49/*55,,Indeterminate,none
*49/*56,,Indeterminate,none
*49/*57,,Indeterminate,none
*49/*58,,Indeterminate,none
*49/*59,,Indeterminate,none
*49/*60,,Indeterminate,none
*49/*61,,Indeterminate,none
*49/*62,,Indeterminate,none
*49/*63,,Indeterminate,none
*49/*64,,Indeterminate,none
*49/*65,,Indeterminate,none
*49/*66,,Indeterminate,none
*49/*67,,Indeterminate,none
*49/*68,,Indeterminate,none
*49/*69,,Indeterminate,none
*49/*70,,Indeterminate,none
*49/*71,,Indeterminate,none
*49/*72,,Indeterminate,none
*49/*73,,Indeterminate,none
*49/*74,,Indeterminate,none
*49/*75,,Indeterminate,none
*50/*50,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*50/*51,,Indeterminate,none
*50/*52,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*50/*53,,Indeterminate,none
*50/*54,,Indeterminate,none
*50/*55,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*50/*56,,Indeterminate,none
*50/*57,,Indeterminate,none
*50/*58,,Indeterminate,none
*50/*59,,Indeterminate,none
*50/*60,,Indeterminate,none
*50/*61,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*50/*62,,Indeterminate,none
*50/*63,,Indeterminate,none
*50/*64,,Indeterminate,none
*50/*65,,Indeterminate,none
*50/*66,,Indeterminate,none
*50/*67,,Indeterminate,none
*50/*68,,Indeterminate,none
*50/*69,,Indeterminate,none
*50/*70,,Indeterminate,none
*50/*71,,Indeterminate,none
*50/*72,,Indeterminate,none
*50/*73,,Indeterminate,none
*50/*74,,Indeterminate,none
*50/*75,,Indeterminate,none
*51/*51,,Indeterminate,none
*51/*52,,Indeterminate,none
*51/*53,,Indeterminate,none
*51/*54,,Indeterminate,none
*51/*55,,Indeterminate,none
*51/*56,,Indeterminate,none
*51/*57,,Indeterminate,none
*51/*58,,Indeterminate,none
*51/*59,,Indeterminate,none
*51/*60,,Indeterminate,none
*51/*61,,Indeterminate,none
*51/*62,,Indeterminate,none
*51/*63,,Indeterminate,none
*51/*64,,Indeterminate,none
*51/*65,,Indeterminate,none
*51/*66,,Indeterminate,none
*51/*67,,Indeterminate,none
*51/*68,,Indeterminate,none
*51/*69,,Indeterminate,none
*51/*70,,Indeterminate,none
*51/*71,,Indeterminate,none
*51/*72,,Indeterminate,none
*51/*73,,Indeterminate,none
*51/*74,,Indeterminate,none
*51/*75,,Indeterminate,none
*52/*52,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*52/*53,,Indeterminate,none
*52/*54,,Indeterminate,none
*52/*55,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*52/*56,,Indeterminate,none
*52/*57,,Indeterminate,none
*52/*58,,Indeterminate,none
*52/*59,,Indeterminate,none
*52/*60,,Indeterminate,none
*52/*61,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*52/*62,,Indeterminate,none
*52/*63,,Indeterminate,none
*52/*64,,Indeterminate,none
*52/*65,,Indeterminate,none
*52/*66,,Indeterminate,none
*52/*67,,Indeterminate,none
*52/*68,,Indeterminate,none
*52/*69,,Indeterminate,none
*52/*70,,Indeterminate,none
*52/*71,,Indeterminate,none
*52/*72,,Indeterminate,none
*52/*73,,Indeterminate,none
*52/*74,,Indeterminate,none
*52/*75,,Indeterminate,none
*53/*53,,Indeterminate,none
*53/*54,,Indeterminate,none
*53/*55,,Indeterminate,none
*53/*56,,Indeterminate,none
*53/*57,,Indeterminate,none
*53/*58,,Indeterminate,none
*53/*59,,Indeterminate,none
*53/*60,,Indeterminate,none
*53/*61,,Indeterminate,none
*53/*62,,Indeterminate,none
*53/*63,,Indeterminate,none
*53/*64,,Indeterminate,none
*53/*65,,Indeterminate,none
*53/*66,,Indeterminate,none
*53/*67,,Indeterminate,none
*53/*68,,Indeterminate,none
*53/*69,,Indeterminate,none
*53/*70,,Indeterminate,none
*53/*71,,Indeterminate,none
*53/*72,,Indeterminate,none
*53/*73,,Indeterminate,none
*53/*74,,Indeterminate,none
*53/*75,,Indeterminate,none
*54/*54,,Indeterminate,none
*54/*55,,Indeterminate,none
*54/*56,,Indeterminate,none
*54/*57,,Indeterminate,none
*54/*58,,Indeterminate,none
*54/*59,,Indeterminate,none
*54/*60,,Indeterminate,none
*54/*61,,Indeterminate,none
*54/*62,,Indeterminate,none
*54/*63,,Indeterminate,none
*54/*64,,Indeterminate,none
*54/*65,,Indeterminate,none
*54/*66,,Indeterminate,none
*54/*67,,Indeterminate,none
*54/*68,,Indeterminate,none
*54/*69,,Indeterminate,none
*54/*70,,Indeterminate,none
*54/*71,,Indeterminate,none
*54/*72,,Indeterminate,none
*54/*73,,Indeterminate,none
*54/*74,,Indeterminate,none
*54/*75,,Indeterminate,none
*55/*55,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*55/*56,,Indeterminate,none
*55/*57,,Indeterminate,none
*55/*58,,Indeterminate,none
*55/*59,,Indeterminate,none
*55/*60,,Indeterminate,none
*55/*61,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*55/*62,,Indeterminate,none
*55/*63,,Indeterminate,none
*55/*64,,Indeterminate,none
*55/*65,,Indeterminate,none
*55/*66,,Indeterminate,none
*55/*67,,Indeterminate,none
*55/*68,,Indeterminate,none
*55/*69,,Indeterminate,none
*55/*70,,Indeterminate,none
*55/*71,,Indeterminate,none
*55/*72,,Indeterminate,none
*55/*73,,Indeterminate,none
*55/*74,,Indeterminate,none
*55/*75,,Indeterminate,none
*56/*56,,Indeterminate,none
*56/*57,,Indeterminate,none
*56/*58,,Indeterminate,none
*56/*59,,Indeterminate,none
*56/*60,,Indeterminate,none
*56/*61,,Indeterminate,none
*56/*62,,Indeterminate,none
*56/*63,,Indeterminate,none
*56/*64,,Indeterminate,none
*56/*65,,Indeterminate,none
*56/*66,,Indeterminate,none
*56/*67,,Indeterminate,none
*56/*68,,Indeterminate,none
*56/*69,,Indeterminate,none
*56/*70,,Indeterminate,none
*56/*71,,Indeterminate,none
*56/*72,,Indeterminate,none
*56/*73,,Indeterminate,none
