Diplotype,Activity Score,Coded Diplotype/Phenotype Summary,EHR Priority Notation
*62/*138,,Indeterminate,none
*62/*139,,Indeterminate,none
*62/*140,,Indeterminate,none
*62/*141,,Indeterminate,none
*62/*142,,Indeterminate,none
*62/*143,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*62/*144,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*62/*145,,Indeterminate,none
*62/*146,,Indeterminate,none
*62/*146x2,,Indeterminate,none
*62/*147,,Indeterminate,none
*62/*148,,Indeterminate,none
*62/*149,,Indeterminate,none
*62/*152,,Indeterminate,none
*62/*153,,Indeterminate,none
*62/*154,,Indeterminate,none
*62/*155,,Indeterminate,none
*62/*156,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*62/*157,,Indeterminate,none
*62/*158,,Indeterminate,none
*62/*159,,Indeterminate,none
*62/*160,,Indeterminate,none
*62/*161,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*62/*162,,Indeterminate,none
*62/*163,,Indeterminate,none
*63/*63,,Indeterminate,none
*63/*64,,Indeterminate,none
*63/*65,,Indeterminate,none
*63/*68,,Indeterminate,none
*63/*68+*2,,Indeterminate,none
*63/*68+*4,,Indeterminate,none
*63/*69,,Indeterminate,none
*63/*70,,Indeterminate,none
*63/*71,,Indeterminate,none
*63/*72,,Indeterminate,none
*63/*73,,Indeterminate,none
*63/*74,,Indeterminate,none
*63/*75,,Indeterminate,none
*63/*81,,Indeterminate,none
*63/*82,,Indeterminate,none
*63/*83,,Indeterminate,none
*63/*84,,Indeterminate,none
*63/*85,,Indeterminate,none
*63/*86,,Indeterminate,none
*63/*87,,Indeterminate,none
*63/*88,,Indeterminate,none
*63/*89,,Indeterminate,none
*63/*90,,Indeterminate,none
*63/*91,,Indeterminate,none
*63/*92,,Indeterminate,none
*63/*93,,Indeterminate,none
*63/*94,,Indeterminate,none
*63/*95,,Indeterminate,none
*63/*96,,Indeterminate,none
*63/*97,,Indeterminate,none
*63/*98,,Indeterminate,none
*63/*99,,Indeterminate,none
*63/*100,,Indeterminate,none
*63/*101,,Indeterminate,none
*63/*102,,Indeterminate,none
*63/*103,,Indeterminate,none
*63/*104,,Indeterminate,none
*63/*105,,Indeterminate,none
*63/*106,,Indeterminate,none
*63/*107,,Indeterminate,none
*63/*108,,Indeterminate,none
*63/*109,,Indeterminate,none
*63/*110,,Indeterminate,none
*63/*111,,Indeterminate,none
*63/*112,,Indeterminate,none
*63/*113,,Indeterminate,none
*63/*114,,Indeterminate,none
*63/*115,,Indeterminate,none
*63/*116,,Indeterminate,none
*63/*117,,Indeterminate,none
*63/*118,,Indeterminate,none
*63/*119,,Indeterminate,none
*63/*120,,Indeterminate,none
*63/*121,,Indeterminate,none
*63/*122,,Indeterminate,none
*63/*123,,Indeterminate,none
*63/*124,,Indeterminate,none
*63/*125,,Indeterminate,none
*63/*126,,Indeterminate,none
*63/*127,,Indeterminate,none
*63/*128,,Indeterminate,none
*63/*129,,Indeterminate,none
*63/*130,,Indeterminate,none
*63/*131,,Indeterminate,none
*63/*132,,Indeterminate,none
*63/*133,,Indeterminate,none
*63/*134,,Indeterminate,none
*63/*135,,Indeterminate,none
*63/*136,,Indeterminate,none
*63/*137,,Indeterminate,none
*63/*138,,Indeterminate,none
*63/*139,,Indeterminate,none
*63/*140,,Indeterminate,none
*63/*141,,Indeterminate,none
*63/*142,,Indeterminate,none
*63/*143,,Indeterminate,none
*63/*144,,Indeterminate,none
*63/*145,,Indeterminate,none
*63/*146,,Indeterminate,none
*63/*146x2,,Indeterminate,none
*63/*147,,Indeterminate,none
*63/*148,,Indeterminate,none
*63/*149,,Indeterminate,none
*63/*152,,Indeterminate,none
*63/*153,,Indeterminate,none
*63/*154,,Indeterminate,none
*63/*155,,Indeterminate,none
*63/*156,,Indeterminate,none
*63/*157,,Indeterminate,none
*63/*158,,Indeterminate,none
*63/*159,,Indeterminate,none
*63/*160,,Indeterminate,none
*63/*161,,Indeterminate,none
*63/*162,,Indeterminate,none
*63/*163,,Indeterminate,none
*64/*64,,Indeterminate,none
*64/*65,,Indeterminate,none
*64/*68,,Indeterminate,none
*64/*68+*2,,Indeterminate,none
*64/*68+*4,,Indeterminate,none
*64/*69,,Indeterminate,none
*64/*70,,Indeterminate,none
*64/*71,,Indeterminate,none
*64/*72,,Indeterminate,none
*64/*73,,Indeterminate,none
*64/*74,,Indeterminate,none
*64/*75,,Indeterminate,none
*64/*81,,Indeterminate,none
*64/*82,,Indeterminate,none
*64/*83,,Indeterminate,none
*64/*84,,Indeterminate,none
*64/*85,,Indeterminate,none
*64/*86,,Indeterminate,none
*64/*87,,Indeterminate,none
*64/*88,,Indeterminate,none
*64/*89,,Indeterminate,none
*64/*90,,Indeterminate,none
*64/*91,,Indeterminate,none
*64/*92,,Indeterminate,none
*64/*93,,Indeterminate,none
*64/*94,,Indeterminate,none
*64/*95,,Indeterminate,none
*64/*96,,Indeterminate,none
*64/*97,,Indeterminate,none
*64/*98,,Indeterminate,none
*64/*99,,Indeterminate,none
*64/*100,,Indeterminate,none
*64/*101,,Indeterminate,none
*64/*102,,Indeterminate,none
*64/*103,,Indeterminate,none
*64/*104,,Indeterminate,none
*64/*105,,Indeterminate,none
*64/*106,,Indeterminate,none
*64/*107,,Indeterminate,none
*64/*108,,Indeterminate,none
*64/*109,,Indeterminate,none
*64/*110,,Indeterminate,none
*64/*111,,Indeterminate,none
*64/*112,,Indeterminate,none
*64/*113,,Indeterminate,none
*64/*114,,Indeterminate,none
*64/*115,,Indeterminate,none
*64/*116,,Indeterminate,none
*64/*117,,Indeterminate,none
*64/*118,,Indeterminate,none
*64/*119,,Indeterminate,none
*64/*120,,Indeterminate,none
*64/*121,,Indeterminate,none
*64/*122,,Indeterminate,none
*64/*123,,Indeterminate,none
*64/*124,,Indeterminate,none
*64/*125,,Indeterminate,none
*64/*126,,Indeterminate,none
*64/*127,,Indeterminate,none
*64/*128,,Indeterminate,none
*64/*129,,Indeterminate,none
*64/*130,,Indeterminate,none
*64/*131,,Indeterminate,none
*64/*132,,Indeterminate,none
*64/*133,,Indeterminate,none
*64/*134,,Indeterminate,none
*64/*135,,Indeterminate,none
*64/*136,,Indeterminate,none
*64/*137,,Indeterminate,none
*64/*138,,Indeterminate,none
*64/*139,,Indeterminate,none
*64/*140,,Indeterminate,none
*64/*141,,Indeterminate,none
*64/*142,,Indeterminate,none
*64/*143,,Indeterminate,none
*64/*144,,Indeterminate,none
*64/*145,,Indeterminate,none
*64/*146,,Indeterminate,none
*64/*146x2,,Indeterminate,none
*64/*147,,Indeterminate,none
*64/*148,,Indeterminate,none
*64/*149,,Indeterminate,none
*64/*152,,Indeterminate,none
*64/*153,,Indeterminate,none
*64/*154,,Indeterminate,none
*64/*155,,Indeterminate,none
*64/*156,,Indeterminate,none
*64/*157,,Indeterminate,none
*64/*158,,Indeterminate,none
*64/*159,,Indeterminate,none
*64/*160,,Indeterminate,none
*64/*161,,Indeterminate,none
*64/*162,,Indeterminate,none
*64/*163,,Indeterminate,none
*65/*65,,Indeterminate,none
*65/*68,,Indeterminate,none
*65/*68+*2,,Indeterminate,none
*65/*68+*4,,Indeterminate,none
*65/*69,,Indeterminate,none
*65/*70,,Indeterminate,none
*65/*71,,Indeterminate,none
*65/*72,,Indeterminate,none
*65/*73,,Indeterminate,none
*65/*74,,Indeterminate,none
*65/*75,,Indeterminate,none
*65/*81,,Indeterminate,none
*65/*82,,Indeterminate,none
*65/*83,,Indeterminate,none
*65/*84,,Indeterminate,none
*65/*85,,Indeterminate,none
*65/*86,,Indeterminate,none
*65/*87,,Indeterminate,none
*65/*88,,Indeterminate,none
*65/*89,,Indeterminate,none
*65/*90,,Indeterminate,none
*65/*91,,Indeterminate,none
*65/*92,,Indeterminate,none
*65/*93,,Indeterminate,none
*65/*94,,Indeterminate,none
*65/*95,,Indeterminate,none
*65/*96,,Indeterminate,none
*65/*97,,Indeterminate,none
*65/*98,,Indeterminate,none
*65/*99,,Indeterminate,none
*65/*100,,Indeterminate,none
*65/*101,,Indeterminate,none
*65/*102,,Indeterminate,none
*65/*103,,Indeterminate,none
*65/*104,,Indeterminate,none
*65/*105,,Indeterminate,none
*65/*106,,Indeterminate,none
*65/*107,,Indeterminate,none
*65/*108,,Indeterminate,none
*65/*109,,Indeterminate,none
*65/*110,,Indeterminate,none
*65/*111,,Indeterminate,none
*65/*112,,Indeterminate,none
*65/*113,,Indeterminate,none
*65/*114,,Indeterminate,none
*65/*115,,Indeterminate,none
*65/*116,,Indeterminate,none
*65/*117,,Indeterminate,none
*65/*118,,Indeterminate,none
*65/*119,,Indeterminate,none
*65/*120,,Indeterminate,none
*65/*121,,Indeterminate,none
*65/*122,,Indeterminate,none
*65/*123,,Indeterminate,none
*65/*124,,Indeterminate,none
*65/*125,,Indeterminate,none
*65/*126,,Indeterminate,none
*65/*127,,Indeterminate,none
*65/*128,,Indeterminate,none
*65/*129,,Indeterminate,none
*65/*130,,Indeterminate,none
*65/*131,,Indeterminate,none
*65/*132,,Indeterminate,none
*65/*133,,Indeterminate,none
*65/*134,,Indeterminate,none
*65/*135,,Indeterminate,none
*65/*136,,Indeterminate,none
*65/*137,,Indeterminate,none
*65/*138,,Indeterminate,none
*65/*139,,Indeterminate,none
*65/*140,,Indeterminate,none
*65/*141,,Indeterminate,none
*65/*142,,Indeterminate,none
*65/*143,,Indeterminate,none
*65/*144,,Indeterminate,none
*65/*145,,Indeterminate,none
*65/*146,,Indeterminate,none
*65/*146x2,,Indeterminate,none
*65/*147,,Indeterminate,none
*65/*148,,Indeterminate,none
*65/*149,,Indeterminate,none
*65/*152,,Indeterminate,none
*65/*153,,Indeterminate,none
*65/*154,,Indeterminate,none
*65/*155,,Indeterminate,none
*65/*156,,Indeterminate,none
*65/*157,,Indeterminate,none
*65/*158,,Indeterminate,none
*65/*159,,Indeterminate,none
*65/*160,,Indeterminate,none
*65/*161,,Indeterminate,none
*65/*162,,Indeterminate,none
*65/*163,,Indeterminate,none
*68/*68,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*68/*68+*2,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*68/*68+*4,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*68/*69,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*68/*70,,Indeterminate,none
*68/*71,,Indeterminate,none
*68/*72,,Indeterminate,none
*68/*73,,Indeterminate,none
*68/*74,,Indeterminate,none
*68/*75,,Indeterminate,none
*68/*81,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*68/*82,,Indeterminate,none
*68/*83,,Indeterminate,none
*68/*84,,Indeterminate,none
*68/*85,,Indeterminate,none
*68/*86,,Indeterminate,none
*68/*87,,Indeterminate,none
*68/*88,,Indeterminate,none
*68/*89,,Indeterminate,none
*68/*90,,Indeterminate,none
*68/*91,0.25,Intermediate Metabolizer,Abnormal/Priority/High Risk
*68/*92,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*68/*93,,Indeterminate,none
*68/*94,,Indeterminate,none
*68/*95,,Indeterminate,none
*68/*96,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*68/*97,,Indeterminate,none
*68/*98,,Indeterminate,none
*68/*99,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*68/*100,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*68/*101,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*68/*102,,Indeterminate,none
*68/*103,,Indeterminate,none
*68/*104,,Indeterminate,none
*68/*105,,Indeterminate,none
*68/*106,,Indeterminate,none
*68/*107,,Indeterminate,none
*68/*108,,Indeterminate,none
*68/*109,0.25,Intermediate Metabolizer,Abnormal/Priority/High Risk
*68/*110,,Indeterminate,none
*68/*111,,Indeterminate,none
*68/*112,,Indeterminate,none
*68/*113,,Indeterminate,none
*68/*114,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*68/*115,,Indeterminate,none
*68/*116,,Indeterminate,none
*68/*117,,Indeterminate,none
*68/*118,,Indeterminate,none
*68/*119,0.25,Intermediate Metabolizer,Abnormal/Priority/High Risk
*68/*120,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*68/*121,,Indeterminate,none
*68/*122,,Indeterminate,none
*68/*123,,Indeterminate,none
*68/*124,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*68/*125,,Indeterminate,none
*68/*126,,Indeterminate,none
*68/*127,,Indeterminate,none
*68/*128,,Indeterminate,none
*68/*129,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*68/*130,,Indeterminate,none
*68/*131,,Indeterminate,none
*68/*132,0.25,Intermediate Metabolizer,Abnormal/Priority/High Risk
*68/*133,,Indeterminate,none
*68/*134,,Indeterminate,none
*68/*135,,Indeterminate,none
*68/*136,,Indeterminate,none
*68/*137,,Indeterminate,none
*68/*138,,Indeterminate,none
*68/*139,,Indeterminate,none
*68/*140,,Indeterminate,none
*68/*141,,Indeterminate,none
*68/*142,,Indeterminate,none
*68/*143,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*68/*144,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*68/*145,,Indeterminate,none
*68/*146,,Indeterminate,none
*68/*146x2,,Indeterminate,none
*68/*147,,Indeterminate,none
*68/*148,,Indeterminate,none
*68/*149,,Indeterminate,none
*68/*152,,Indeterminate,none
*68/*153,,Indeterminate,none
*68/*154,,Indeterminate,none
*68/*155,,Indeterminate,none
*68/*156,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*68/*157,,Indeterminate,none
*68/*158,,Indeterminate,none
*68/*159,,Indeterminate,none
*68/*160,,Indeterminate,none
*68/*161,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*68/*162,,Indeterminate,none
*68/*163,,Indeterminate,none
*68+*2/*68+*2,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*68+*2/*68+*4,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*68+*2/*69,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*68+*2/*70,,Indeterminate,none
*68+*2/*71,,Indeterminate,none
*68+*2/*72,,Indeterminate,none
*68+*2/*73,,Indeterminate,none
*68+*2/*74,,Indeterminate,none
*68+*2/*75,,Indeterminate,none
*68+*2/*81,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*68+*2/*82,,Indeterminate,none
*68+*2/*83,,Indeterminate,none
*68+*2/*84,,Indeterminate,none
*68+*2/*85,,Indeterminate,none
*68+*2/*86,,Indeterminate,none
*68+*2/*87,,Indeterminate,none
*68+*2/*88,,Indeterminate,none
*68+*2/*89,,Indeterminate,none
*68+*2/*90,,Indeterminate,none
*68+*2/*91,1.25,Normal Metabolizer,Normal/Routine/ Low Risk
*68+*2/*92,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*68+*2/*93,,Indeterminate,none
*68+*2/*94,,Indeterminate,none
*68+*2/*95,,Indeterminate,none
*68+*2/*96,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*68+*2/*97,,Indeterminate,none
*68+*2/*98,,Indeterminate,none
*68+*2/*99,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*68+*2/*100,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*68+*2/*101,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*68+*2/*102,,Indeterminate,none
*68+*2/*103,,Indeterminate,none
*68+*2/*104,,Indeterminate,none
*68+*2/*105,,Indeterminate,none
*68+*2/*106,,Indeterminate,none
*68+*2/*107,,Indeterminate,none
*68+*2/*108,,Indeterminate,none
*68+*2/*109,1.25,Normal Metabolizer,Normal/Routine/ Low Risk
*68+*2/*110,,Indeterminate,none
*68+*2/*111,,Indeterminate,none
*68+*2/*112,,Indeterminate,none
*68+*2/*113,,Indeterminate,none
*68+*2/*114,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*68+*2/*115,,Indeterminate,none
*68+*2/*116,,Indeterminate,none
*68+*2/*117,,Indeterminate,none
*68+*2/*118,,Indeterminate,none
*68+*2/*119,1.25,Normal Metabolizer,Normal/Routine/ Low Risk
*68+*2/*120,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*68+*2/*121,,Indeterminate,none
*68+*2/*122,,Indeterminate,none
*68+*2/*123,,Indeterminate,none
*68+*2/*124,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*68+*2/*125,,Indeterminate,none
*68+*2/*126,,Indeterminate,none
*68+*2/*127,,Indeterminate,none
*68+*2/*128,,Indeterminate,none
*68+*2/*129,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*68+*2/*130,,Indeterminate,none
*68+*2/*131,,Indeterminate,none
*68+*2/*132,1.25,Normal Metabolizer,Normal/Routine/ Low Risk
*68+*2/*133,,Indeterminate,none
*68+*2/*134,,Indeterminate,none
*68+*2/*135,,Indeterminate,none
*68+*2/*136,,Indeterminate,none
*68+*2/*137,,Indeterminate,none
*68+*2/*138,,Indeterminate,none
*68+*2/*139,,Indeterminate,none
*68+*2/*140,,Indeterminate,none
*68+*2/*141,,Indeterminate,none
*68+*2/*142,,Indeterminate,none
*68+*2/*143,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*68+*2/*144,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*68+*2/*145,,Indeterminate,none
*68+*2/*146,,Indeterminate,none
*68+*2/*146x2,,Indeterminate,none
*68+*2/*147,,Indeterminate,none
*68+*2/*148,,Indeterminate,none
*68+*2/*149,,Indeterminate,none
*68+*2/*152,,Indeterminate,none
*68+*2/*153,,Indeterminate,none
*68+*2/*154,,Indeterminate,none
*68+*2/*155,,Indeterminate,none
*68+*2/*156,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*68+*2/*157,,Indeterminate,none
*68+*2/*158,,Indeterminate,none
*68+*2/*159,,Indeterminate,none
*68+*2/*160,,Indeterminate,none
*68+*2/*161,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*68+*2/*162,,Indeterminate,none
*68+*2/*163,,Indeterminate,none
*68+*4/*68+*4,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*68+*4/*69,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*68+*4/*70,,Indeterminate,none
*68+*4/*71,,Indeterminate,none
*68+*4/*72,,Indeterminate,none
*68+*4/*73,,Indeterminate,none
*68+*4/*74,,Indeterminate,none
*68+*4/*75,,Indeterminate,none
*68+*4/*81,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*68+*4/*82,,Indeterminate,none
*68+*4/*83,,Indeterminate,none
*68+*4/*84,,Indeterminate,none
*68+*4/*85,,Indeterminate,none
*68+*4/*86,,Indeterminate,none
*68+*4/*87,,Indeterminate,none
*68+*4/*88,,Indeterminate,none
*68+*4/*89,,Indeterminate,none
*68+*4/*90,,Indeterminate,none
*68+*4/*91,0.25,Intermediate Metabolizer,Abnormal/Priority/High Risk
*68+*4/*92,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*68+*4/*93,,Indeterminate,none
*68+*4/*94,,Indeterminate,none
*68+*4/*95,,Indeterminate,none
*68+*4/*96,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*68+*4/*97,,Indeterminate,none
*68+*4/*98,,Indeterminate,none
*68+*4/*99,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*68+*4/*100,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*68+*4/*101,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*68+*4/*102,,Indeterminate,none
*68+*4/*103,,Indeterminate,none
*68+*4/*104,,Indeterminate,none
*68+*4/*105,,Indeterminate,none
*68+*4/*106,,Indeterminate,none
*68+*4/*107,,Indeterminate,none
*68+*4/*108,,Indeterminate,none
*68+*4/*109,0.25,Intermediate Metabolizer,Abnormal/Priority/High Risk
*68+*4/*110,,Indeterminate,none
*68+*4/*111,,Indeterminate,none
*68+*4/*112,,Indeterminate,none
*68+*4/*113,,Indeterminate,none
*68+*4/*114,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*68+*4/*115,,Indeterminate,none
*68+*4/*116,,Indeterminate,none
*68+*4/*117,,Indeterminate,none
*68+*4/*118,,Indeterminate,none
*68+*4/*119,0.25,Intermediate Metabolizer,Abnormal/Priority/High Risk
*68+*4/*120,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*68+*4/*121,,Indeterminate,none
*68+*4/*122,,Indeterminate,none
*68+*4/*123,,Indeterminate,none
*68+*4/*124,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*68+*4/*125,,Indeterminate,none
*68+*4/*126,,Indeterminate,none
*68+*4/*127,,Indeterminate,none
*68+*4/*128,,Indeterminate,none
*68+*4/*129,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*68+*4/*130,,Indeterminate,none
*68+*4/*131,,Indeterminate,none
*68+*4/*132,0.25,Intermediate Metabolizer,Abnormal/Priority/High Risk
*68+*4/*133,,Indeterminate,none
*68+*4/*134,,Indeterminate,none
*68+*4/*135,,Indeterminate,none
*68+*4/*136,,Indeterminate,none
*68+*4/*137,,Indeterminate,none
*68+*4/*138,,Indeterminate,none
*68+*4/*139,,Indeterminate,none
*68+*4/*140,,Indeterminate,none
*68+*4/*141,,Indeterminate,none
*68+*4/*142,,Indeterminate,none
*68+*4/*143,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*68+*4/*144,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*68+*4/*145,,Indeterminate,none
*68+*4/*146,,Indeterminate,none
*68+*4/*146x2,,Indeterminate,none
*68+*4/*147,,Indeterminate,none
*68+*4/*148,,Indeterminate,none
*68+*4/*149,,Indeterminate,none
*68+*4/*152,,Indeterminate,none
*68+*4/*153,,Indeterminate,none
*68+*4/*154,,Indeterminate,none
*68+*4/*155,,Indeterminate,none
*68+*4/*156,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*68+*4/*157,,Indeterminate,none
*68+*4/*158,,Indeterminate,none
*68+*4/*159,,Indeterminate,none
*68+*4/*160,,Indeterminate,none
*68+*4/*161,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*68+*4/*162,,Indeterminate,none
*68+*4/*163,,Indeterminate,none
*69/*69,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*69/*70,,Indeterminate,none
*69/*71,,Indeterminate,none
*69/*72,,Indeterminate,none
*69/*73,,Indeterminate,none
*69/*74,,Indeterminate,none
*69/*75,,Indeterminate,none
*69/*81,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*69/*82,,Indeterminate,none
*69/*83,,Indeterminate,none
*69/*84,,Indeterminate,none
*69/*85,,Indeterminate,none
*69/*86,,Indeterminate,none
*69/*87,,Indeterminate,none
*69/*88,,Indeterminate,none
*69/*89,,Indeterminate,none
*69/*90,,Indeterminate,none
*69/*91,0.25,Intermediate Metabolizer,Abnormal/Priority/High Risk
*69/*92,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*69/*93,,Indeterminate,none
*69/*94,,Indeterminate,none
*69/*95,,Indeterminate,none
*69/*96,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*69/*97,,Indeterminate,none
*69/*98,,Indeterminate,none
*69/*99,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*69/*100,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*69/*101,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*69/*102,,Indeterminate,none
*69/*103,,Indeterminate,none
*69/*104,,Indeterminate,none
*69/*105,,Indeterminate,none
*69/*106,,Indeterminate,none
*69/*107,,Indeterminate,none
*69/*108,,Indeterminate,none
*69/*109,0.25,Intermediate Metabolizer,Abnormal/Priority/High Risk
*69/*110,,Indeterminate,none
*69/*111,,Indeterminate,none
*69/*112,,Indeterminate,none
*69/*113,,Indeterminate,none
*69/*114,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*69/*115,,Indeterminate,none
*69/*116,,Indeterminate,none
*69/*117,,Indeterminate,none
*69/*118,,Indeterminate,none
*69/*119,0.25,Intermediate Metabolizer,Abnormal/Priority/High Risk
*69/*120,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*69/*121,,Indeterminate,none
*69/*122,,Indeterminate,none
*69/*123,,Indeterminate,none
*69/*124,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*69/*125,,Indeterminate,none
*69/*126,,Indeterminate,none
*69/*127,,Indeterminate,none
*69/*128,,Indeterminate,none
*69/*129,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*69/*130,,Indeterminate,none
*69/*131,,Indeterminate,none
*69/*132,0.25,Intermediate Metabolizer,Abnormal/Priority/High Risk
*69/*133,,Indeterminate,none
*69/*134,,Indeterminate,none
*69/*135,,Indeterminate,none
*69/*136,,Indeterminate,none
*69/*137,,Indeterminate,none
*69/*138,,Indeterminate,none
*69/*139,,Indeterminate,none
*69/*140,,Indeterminate,none
*69/*141,,Indeterminate,none
*69/*142,,Indeterminate,none
*69/*143,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*69/*144,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*69/*145,,Indeterminate,none
*69/*146,,Indeterminate,none
*69/*146x2,,Indeterminate,none
*69/*147,,Indeterminate,none
*69/*148,,Indeterminate,none
*69/*149,,Indeterminate,none
*69/*152,,Indeterminate,none
*69/*153,,Indeterminate,none
*69/*154,,Indeterminate,none
*69/*155,,Indeterminate,none
*69/*156,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*69/*157,,Indeterminate,none
*69/*158,,Indeterminate,none
*69/*159,,Indeterminate,none
*69/*160,,Indeterminate,none
*69/*161,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*69/*162,,Indeterminate,none
*69/*163,,Indeterminate,none
*70/*70,,Indeterminate,none
*70/*71,,Indeterminate,none
*70/*72,,Indeterminate,none
*70/*73,,Indeterminate,none
*70/*74,,Indeterminate,none
*70/*75,,Indeterminate,none
*70/*81,,Indeterminate,none
*70/*82,,Indeterminate,none
*70/*83,,Indeterminate,none
*70/*84,,Indeterminate,none
*70/*85,,Indeterminate,none
*70/*86,,Indeterminate,none
*70/*87,,Indeterminate,none
*70/*88,,Indeterminate,none
*70/*89,,Indeterminate,none
*70/*90,,Indeterminate,none
*70/*91,,Indeterminate,none
*70/*92,,Indeterminate,none
*70/*93,,Indeterminate,none
*70/*94,,Indeterminate,none
*70/*95,,Indeterminate,none
*70/*96,,Indeterminate,none
*70/*97,,Indeterminate,none
*70/*98,,Indeterminate,none
*70/*99,,Indeterminate,none
*70/*100,,Indeterminate,none
*70/*101,,Indeterminate,none
*70/*102,,Indeterminate,none
*70/*103,,Indeterminate,none
*70/*104,,Indeterminate,none
*70/*105,,Indeterminate,none
*70/*106,,Indeterminate,none
*70/*107,,Indeterminate,none
*70/*108,,Indeterminate,none
*70/*109,,Indeterminate,none
*70/*110,,Indeterminate,none
*70/*111,,Indeterminate,none
*70/*112,,Indeterminate,none
*70/*113,,Indeterminate,none
*70/*114,,Indeterminate,none
*70/*115,,Indeterminate,none
*70/*116,,Indeterminate,none
*70/*117,,Indeterminate,none
*70/*118,,Indeterminate,none
*70/*119,,Indeterminate,none
*70/*120,,Indeterminate,none
*70/*121,,Indeterminate,none
*70/*122,,Indeterminate,none
*70/*123,,Indeterminate,none
*70/*124,,Indeterminate,none
*70/*125,,Indeterminate,none
*70/*126,,Indeterminate,none
*70/*127,,Indeterminate,none
*70/*128,,Indeterminate,none
*70/*129,,Indeterminate,none
*70/*130,,Indeterminate,none
*70/*131,,Indeterminate,none
*70/*132,,Indeterminate,none
*70/*133,,Indeterminate,none
*70/*134,,Indeterminate,none
